order_id,order_date,ship_date,customer_id,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin
US-2020-141110,2023-11-26 00:00:00,2023-12-01 00:00:00,479,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,Corporate,Office Supplies,Binders,West,93727,Fresno,California,United States,0.2,1.512,3,4.32,0.35
US-2020-141110,2023-11-26 00:00:00,2023-12-01 00:00:00,479,Xerox,Xerox 1970,Corporate,Office Supplies,Paper,West,93727,Fresno,California,United States,0,7.0218,3,14.94,0.47
US-2020-147606,2023-11-26 00:00:00,2023-12-01 00:00:00,382,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,Central,77070,Houston,Texas,United States,0.6,-14.475,5,19.3,-0.75
US-2020-147648,2023-11-26 00:00:00,2023-12-01 00:00:00,464,Xerox,Xerox 1893,Home Office,Office Supplies,Paper,West,94109,San Francisco,California,United States,0,40.1702,2,81.98,0.49
US-2020-168984,2023-11-26 00:00:00,2023-12-02 00:00:00,559,Xerox,Xerox 2,Consumer,Office Supplies,Paper,West,97224,Tigard,Oregon,United States,0.2,5.4432,3,15.552,0.35
US-2020-168984,2023-11-26 00:00:00,2023-12-02 00:00:00,559,Office Impressions,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Consumer,Office Supplies,Storage,West,97224,Tigard,Oregon,United States,0.2,-167.27,5,669.08,-0.25
US-2020-168984,2023-11-26 00:00:00,2023-12-02 00:00:00,559,Jawbone,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Consumer,Technology,Phones,West,97224,Tigard,Oregon,United States,0.2,-87.6672,4,438.336,-0.2
US-2020-119032,2023-11-27 00:00:00,2023-12-03 00:00:00,517,Other,Staples,Consumer,Office Supplies,Fasteners,East,10035,New York City,New York,United States,0,1.316,2,3.76,0.35
US-2020-167486,2023-11-27 00:00:00,2023-12-01 00:00:00,342,Eldon,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Corporate,Furniture,Furnishings,East,14215,Buffalo,New York,United States,0,39.98,5,199.9,0.2
US-2020-101560,2023-11-28 00:00:00,2023-12-01 00:00:00,149,Eldon,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Corporate,Furniture,Furnishings,South,29203,Columbia,South Carolina,United States,0,43.736,5,397.6,0.11
US-2020-101560,2023-11-28 00:00:00,2023-12-01 00:00:00,149,Crayola,Crayola Colored Pencils,Corporate,Office Supplies,Art,South,29203,Columbia,South Carolina,United States,0,4.3296,4,13.12,0.33
US-2020-101560,2023-11-28 00:00:00,2023-12-01 00:00:00,149,GBC,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Corporate,Office Supplies,Binders,South,29203,Columbia,South Carolina,United States,0,22.3734,3,45.66,0.49
US-2020-101560,2023-11-28 00:00:00,2023-12-01 00:00:00,149,Xerox,Xerox 1933,Corporate,Office Supplies,Paper,South,29203,Columbia,South Carolina,United States,0,40.4012,7,85.96,0.47
US-2020-105249,2023-11-28 00:00:00,2023-11-28 00:00:00,244,Sauder,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Home Office,Furniture,Bookcases,West,94122,San Francisco,California,United States,0.15,-4.8392,4,411.332,-0.011764706
US-2020-105249,2023-11-28 00:00:00,2023-11-28 00:00:00,244,Avery,Avery 489,Home Office,Office Supplies,Labels,West,94122,San Francisco,California,United States,0,19.872,4,41.4,0.48
US-2020-105249,2023-11-28 00:00:00,2023-11-28 00:00:00,244,Staple remover,Staple remover,Home Office,Office Supplies,Supplies,West,94122,San Francisco,California,United States,0,0.1472,2,7.36,0.02
US-2020-120175,2023-11-28 00:00:00,2023-12-03 00:00:00,508,Other,Laser & Ink Jet Business Envelopes,Corporate,Office Supplies,Envelopes,Central,47374,Richmond,Indiana,United States,0,29.4492,6,64.02,0.46
US-2020-121167,2023-11-28 00:00:00,2023-11-30 00:00:00,499,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,Office Supplies,Binders,East,11520,Freeport,New York,United States,0.2,6.0368,2,17.248,0.35
US-2020-121629,2023-11-28 00:00:00,2023-12-02 00:00:00,112,Other,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Consumer,Technology,Machines,Central,77041,Houston,Texas,United States,0.4,-199.77,5,998.85,-0.2
US-2020-159800,2023-11-28 00:00:00,2023-12-01 00:00:00,697,Acco,Acco 6 Outlet Guardian Premium Surge Suppressor,Consumer,Office Supplies,Appliances,West,94109,San Francisco,California,United States,0,11.7936,3,43.68,0.27
US-2020-159800,2023-11-28 00:00:00,2023-12-01 00:00:00,697,Other,Micropad Numeric Keypads,Consumer,Technology,Accessories,West,94109,San Francisco,California,United States,0,34.9825,7,139.93,0.25
US-2020-163013,2023-11-28 00:00:00,2023-12-04 00:00:00,72,Newell,Newell 331,Consumer,Office Supplies,Art,South,36116,Montgomery,Alabama,United States,0,3.9609,3,14.67,0.27
US-2020-111353,2023-11-29 00:00:00,2023-12-06 00:00:00,609,Avery,Avery 485,Consumer,Office Supplies,Labels,East,10009,New York City,New York,United States,0,11.7782,2,25.06,0.47
US-2020-134712,2023-11-29 00:00:00,2023-12-04 00:00:00,92,Other,Staples,Corporate,Office Supplies,Fasteners,Central,60076,Skokie,Illinois,United States,0.2,3.945,2,12.624,0.3125
US-2020-136280,2023-11-29 00:00:00,2023-12-06 00:00:00,175,Avery,Avery 488,Consumer,Office Supplies,Labels,East,19143,Philadelphia,Pennsylvania,United States,0.2,1.764,2,5.04,0.35
US-2020-153983,2023-11-29 00:00:00,2023-12-06 00:00:00,14,Other,Staples,Consumer,Office Supplies,Fasteners,West,94122,San Francisco,California,United States,0,15.2,5,30.4,0.5
US-2020-153983,2023-11-29 00:00:00,2023-12-06 00:00:00,14,Other,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Consumer,Technology,Phones,West,94122,San Francisco,California,United States,0.2,71.99,2,575.92,0.125
US-2020-103590,2023-11-30 00:00:00,2023-12-04 00:00:00,366,Other,Park Ridge Embossed Executive Business Envelopes,Consumer,Office Supplies,Envelopes,East,10550,Mount Vernon,New York,United States,0,29.2716,4,62.28,0.47
US-2020-146843,2023-11-30 00:00:00,2023-12-06 00:00:00,609,Acme,Acme Office Executive Series Stainless Steel Trimmers,Consumer,Office Supplies,Supplies,West,85323,Avondale,Arizona,United States,0.2,3.5994,7,47.992,0.075
US-2020-146843,2023-11-30 00:00:00,2023-12-06 00:00:00,609,Memorex,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Consumer,Technology,Accessories,West,85323,Avondale,Arizona,United States,0.2,-16.614,4,102.24,-0.1625
US-2020-148425,2023-11-30 00:00:00,2023-12-04 00:00:00,622,Avery,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Corporate,Office Supplies,Binders,South,32839,Orlando,Florida,United States,0.7,-4.428,9,6.642,-0.666666667
US-2020-120474,2023-12-01 00:00:00,2023-12-03 00:00:00,625,Office Star,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Consumer,Furniture,Chairs,Central,53711,Madison,Wisconsin,United States,0,673.8816,8,2807.84,0.24
US-2020-120474,2023-12-01 00:00:00,2023-12-03 00:00:00,625,Hunt,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Consumer,Office Supplies,Art,Central,53711,Madison,Wisconsin,United States,0,12.5928,4,46.64,0.27
US-2020-131051,2023-12-01 00:00:00,2023-12-05 00:00:00,754,Other,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Consumer,Furniture,Furnishings,West,94122,San Francisco,California,United States,0,28.518,3,58.2,0.49
US-2020-131527,2023-12-01 00:00:00,2023-12-07 00:00:00,751,Other,"BlueLounge Milo Smartphone Stand, White/Metallic",Consumer,Technology,Phones,South,28540,Jacksonville,North Carolina,United States,0.2,9.5968,4,95.968,0.1
US-2020-143210,2023-12-01 00:00:00,2023-12-03 00:00:00,43,Ultra,Ultra Door Push Plate,Consumer,Furniture,Furnishings,East,1852,Lowell,Massachusetts,United States,0,3.2406,2,9.82,0.33
US-2020-143210,2023-12-01 00:00:00,2023-12-03 00:00:00,43,Linden,"Linden 10"" Round Wall Clock, Black",Consumer,Furniture,Furnishings,East,1852,Lowell,Massachusetts,United States,0,15.5856,3,45.84,0.34
US-2020-143210,2023-12-01 00:00:00,2023-12-03 00:00:00,43,Cisco,Cisco IP Phone 7961G VoIP phone - Dark gray,Consumer,Technology,Phones,East,1852,Lowell,Massachusetts,United States,0,78.851,2,271.9,0.29
US-2020-150798,2023-12-01 00:00:00,2023-12-03 00:00:00,381,Hon,Hon Multipurpose Stacking Arm Chairs,Consumer,Furniture,Chairs,East,43229,Columbus,Ohio,United States,0.3,-51.984,6,909.72,-0.057142857
US-2020-150798,2023-12-01 00:00:00,2023-12-03 00:00:00,381,Master Caster,"Master Caster Door Stop, Brown",Consumer,Furniture,Furnishings,East,43229,Columbus,Ohio,United States,0.2,1.4224,2,8.128,0.175
US-2020-150798,2023-12-01 00:00:00,2023-12-03 00:00:00,381,Xerox,Xerox 214,Consumer,Office Supplies,Paper,East,43229,Columbus,Ohio,United States,0.2,12.7008,7,36.288,0.35
US-2020-150798,2023-12-01 00:00:00,2023-12-03 00:00:00,381,Sharp,Sharp 1540cs Digital Laser Copier,Consumer,Technology,Copiers,East,43229,Columbus,Ohio,United States,0.4,109.998,2,659.988,0.166666667
US-2020-161613,2023-12-01 00:00:00,2023-12-03 00:00:00,506,Hon,Hon 4070 Series Pagoda Round Back Stacking Chairs,Corporate,Furniture,Chairs,Central,77070,Houston,Texas,United States,0.3,-19.2588,3,674.058,-0.028571429
US-2020-101147,2023-12-02 00:00:00,2023-12-04 00:00:00,504,Staple holder,Staple holder,Consumer,Office Supplies,Appliances,Central,60623,Chicago,Illinois,United States,0.8,-6.3441,1,2.394,-2.65
US-2020-103807,2023-12-02 00:00:00,2023-12-09 00:00:00,254,Other,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Corporate,Office Supplies,Paper,South,30328,Sandy Springs,Georgia,United States,0,7.1628,3,15.24,0.47
US-2020-103807,2023-12-02 00:00:00,2023-12-09 00:00:00,254,Kingston,Kingston Digital DataTraveler 8GB USB 2.0,Corporate,Technology,Accessories,South,30328,Sandy Springs,Georgia,United States,0,0.833,1,5.95,0.14
US-2020-112158,2023-12-02 00:00:00,2023-12-04 00:00:00,210,O'Sullivan,O'Sullivan Living Dimensions 5-Shelf Bookcases,Consumer,Furniture,Bookcases,East,10035,New York City,New York,United States,0.2,-110.49,5,883.92,-0.125
US-2020-112158,2023-12-02 00:00:00,2023-12-04 00:00:00,210,Angle-D,"Angle-D Binders with Locking Rings, Label Holders",Consumer,Office Supplies,Binders,East,10035,New York City,New York,United States,0.2,15.768,8,46.72,0.3375
US-2020-112158,2023-12-02 00:00:00,2023-12-04 00:00:00,210,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,Technology,Accessories,East,10035,New York City,New York,United States,0,52.7824,4,119.96,0.44
US-2020-117744,2023-12-02 00:00:00,2023-12-06 00:00:00,523,Deflect-o,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Corporate,Furniture,Furnishings,Central,78415,Corpus Christi,Texas,United States,0.6,-24.803,5,58.36,-0.425
US-2020-117744,2023-12-02 00:00:00,2023-12-06 00:00:00,523,Other,12-1/2 Diameter Round Wall Clock,Corporate,Furniture,Furnishings,Central,78415,Corpus Christi,Texas,United States,0.6,-23.976,5,39.96,-0.6
US-2020-117744,2023-12-02 00:00:00,2023-12-06 00:00:00,523,Newell,Newell 343,Corporate,Office Supplies,Art,Central,78415,Corpus Christi,Texas,United States,0.2,1.4406,7,16.464,0.0875
US-2020-132864,2023-12-02 00:00:00,2023-12-07 00:00:00,425,Imation,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Corporate,Technology,Accessories,East,43229,Columbus,Ohio,United States,0.2,29.95,5,119.8,0.25
US-2020-154095,2023-12-02 00:00:00,2023-12-07 00:00:00,580,Global,"Global Stack Chair with Arms, Black",Corporate,Furniture,Chairs,East,20735,Clinton,Maryland,United States,0,64.7568,8,239.84,0.27
US-2020-154095,2023-12-02 00:00:00,2023-12-07 00:00:00,580,DAX,"DAX Metal Frame, Desktop, Stepped-Edge",Corporate,Furniture,Furnishings,East,20735,Clinton,Maryland,United States,0,23.6808,3,60.72,0.39
US-2020-154095,2023-12-02 00:00:00,2023-12-07 00:00:00,580,Avery,Avery 509,Corporate,Office Supplies,Labels,East,20735,Clinton,Maryland,United States,0,7.2036,6,15.66,0.46
US-2020-154095,2023-12-02 00:00:00,2023-12-07 00:00:00,580,Xerox,Xerox 1942,Corporate,Office Supplies,Paper,East,20735,Clinton,Maryland,United States,0,73.41,3,146.82,0.5
US-2020-122749,2023-12-03 00:00:00,2023-12-09 00:00:00,561,Jabra,Jabra Supreme Plus Driver Edition Headset,Consumer,Technology,Phones,Central,73120,Oklahoma City,Oklahoma,United States,0,134.3888,4,479.96,0.28
US-2020-164861,2023-12-03 00:00:00,2023-12-06 00:00:00,508,Xerox,Xerox 214,Corporate,Office Supplies,Paper,Central,63116,Saint Louis,Missouri,United States,0,12.4416,4,25.92,0.48
US-2020-127187,2023-12-04 00:00:00,2023-12-08 00:00:00,138,Plantronics,Plantronics Voyager Pro HD - Bluetooth Headset,Corporate,Technology,Phones,East,10024,New York City,New York,United States,0,62.3904,2,129.98,0.48
US-2020-106376,2023-12-05 00:00:00,2023-12-10 00:00:00,106,Hunt,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Corporate,Office Supplies,Art,West,85234,Gilbert,Arizona,United States,0.2,111.3024,8,1113.024,0.1
US-2020-106376,2023-12-05 00:00:00,2023-12-10 00:00:00,106,Other,netTALK DUO VoIP Telephone Service,Corporate,Technology,Phones,West,85234,Gilbert,Arizona,United States,0.2,62.988,4,167.968,0.375
US-2020-125542,2023-12-05 00:00:00,2023-12-07 00:00:00,576,Other,Cameo Buff Policy Envelopes,Corporate,Office Supplies,Envelopes,East,19134,Philadelphia,Pennsylvania,United States,0.2,117.6147,7,348.488,0.3375
US-2020-125542,2023-12-05 00:00:00,2023-12-07 00:00:00,576,Fellowes,Fellowes Bankers Box Recycled Super Stor/Drawer,Corporate,Office Supplies,Storage,East,19134,Philadelphia,Pennsylvania,United States,0.2,-30.2288,4,172.736,-0.175
US-2020-133830,2023-12-05 00:00:00,2023-12-10 00:00:00,640,Prang,Prang Colored Pencils,Consumer,Office Supplies,Art,West,90045,Los Angeles,California,United States,0,11.907,9,26.46,0.45
US-2020-133830,2023-12-05 00:00:00,2023-12-10 00:00:00,640,Advantus,Advantus Plastic Paper Clips,Consumer,Office Supplies,Fasteners,West,90045,Los Angeles,California,United States,0,7.2,3,15,0.48
US-2020-133830,2023-12-05 00:00:00,2023-12-10 00:00:00,640,Xerox,Xerox 1933,Consumer,Office Supplies,Paper,West,90045,Los Angeles,California,United States,0,23.0864,4,49.12,0.47
US-2020-138296,2023-12-05 00:00:00,2023-12-12 00:00:00,654,Other,Recycled Eldon Regeneration Jumbo File,Consumer,Office Supplies,Storage,South,22304,Alexandria,Virginia,United States,0,6.8768,2,24.56,0.28
US-2020-150203,2023-12-05 00:00:00,2023-12-07 00:00:00,394,Fellowes,Fellowes 8 Outlet Superior Workstation Surge Protector,Consumer,Office Supplies,Appliances,West,90032,Los Angeles,California,United States,0,72.5754,6,250.26,0.29
US-2020-151162,2023-12-05 00:00:00,2023-12-09 00:00:00,268,Other,Large Capacity Hanging Post Binders,Corporate,Office Supplies,Binders,East,43229,Columbus,Ohio,United States,0.7,-23.952,4,29.94,-0.8
US-2020-151162,2023-12-05 00:00:00,2023-12-09 00:00:00,268,Xerox,Xerox 1893,Corporate,Office Supplies,Paper,East,43229,Columbus,Ohio,United States,0.2,35.6613,3,98.376,0.3625
US-2020-151162,2023-12-05 00:00:00,2023-12-09 00:00:00,268,Other,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Corporate,Office Supplies,Paper,East,43229,Columbus,Ohio,United States,0.2,5.6784,3,17.472,0.325
US-2020-151162,2023-12-05 00:00:00,2023-12-09 00:00:00,268,Panasonic,Panasonic KX T7736-B Digital phone,Corporate,Technology,Phones,East,43229,Columbus,Ohio,United States,0.4,-44.985,2,179.94,-0.25
US-2020-151162,2023-12-05 00:00:00,2023-12-09 00:00:00,268,Other,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Corporate,Technology,Phones,East,43229,Columbus,Ohio,United States,0.4,-9.1845,1,36.738,-0.25
US-2020-166191,2023-12-05 00:00:00,2023-12-09 00:00:00,209,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",Corporate,Office Supplies,Storage,Central,62521,Decatur,Illinois,United States,0.2,1.8612,2,24.816,0.075
US-2020-166191,2023-12-05 00:00:00,2023-12-09 00:00:00,209,Imation,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Corporate,Technology,Accessories,Central,62521,Decatur,Illinois,United States,0.2,76.6395,7,408.744,0.1875
US-2020-106726,2023-12-06 00:00:00,2023-12-08 00:00:00,650,Standard,Standard Rollaway File with Lock,Corporate,Office Supplies,Storage,West,90008,Los Angeles,California,United States,0,327.9458,7,1261.33,0.26
US-2020-110030,2023-12-06 00:00:00,2023-12-08 00:00:00,478,Other,12-1/2 Diameter Round Wall Clock,Consumer,Furniture,Furnishings,Central,77095,Houston,Texas,United States,0.6,-14.3856,3,23.976,-0.6
US-2020-112872,2023-12-06 00:00:00,2023-12-11 00:00:00,663,Chromcraft,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Consumer,Furniture,Tables,West,97477,Springfield,Oregon,United States,0.5,-170.8038,1,275.49,-0.62
US-2020-112872,2023-12-06 00:00:00,2023-12-11 00:00:00,663,Other,File Shuttle I and Handi-File,Consumer,Office Supplies,Storage,West,97477,Springfield,Oregon,United States,0.2,4.6746,3,53.424,0.0875
US-2020-140452,2023-12-06 00:00:00,2023-12-10 00:00:00,84,Nu-Dell,Nu-Dell Float Frame 11 x 14 1/2,Consumer,Furniture,Furnishings,Central,60610,Chicago,Illinois,United States,0.6,-4.8492,3,10.776,-0.45
US-2020-140452,2023-12-06 00:00:00,2023-12-10 00:00:00,84,KI,KI Adjustable-Height Table,Consumer,Furniture,Tables,Central,60610,Chicago,Illinois,United States,0.5,-120.372,5,214.95,-0.56
US-2020-140452,2023-12-06 00:00:00,2023-12-10 00:00:00,84,Bionaire,Bionaire 99.97% HEPA Air Cleaner,Consumer,Office Supplies,Appliances,Central,60610,Chicago,Illinois,United States,0.8,-31.536,4,14.016,-2.25
US-2020-140452,2023-12-06 00:00:00,2023-12-10 00:00:00,84,Ibico,Ibico Covers for Plastic or Wire Binding Elements,Consumer,Office Supplies,Binders,Central,60610,Chicago,Illinois,United States,0.8,-8.05,2,4.6,-1.75
US-2020-140452,2023-12-06 00:00:00,2023-12-10 00:00:00,84,Rogers,Rogers Deluxe File Chest,Consumer,Office Supplies,Storage,Central,60610,Chicago,Illinois,United States,0.2,-8.3524,2,35.168,-0.2375
US-2020-140452,2023-12-06 00:00:00,2023-12-10 00:00:00,84,Other,Shocksock Galaxy S4 Armband,Consumer,Technology,Phones,Central,60610,Chicago,Illinois,United States,0.2,-7.008,4,35.04,-0.2
US-2020-155390,2023-12-06 00:00:00,2023-12-11 00:00:00,69,Xerox,Xerox 1909,Consumer,Office Supplies,Paper,South,38109,Memphis,Tennessee,United States,0.2,13.7176,2,42.208,0.325
US-2020-101392,2023-12-07 00:00:00,2023-12-13 00:00:00,42,Advantus,Advantus Rolling Drawer Organizers,Home Office,Office Supplies,Storage,West,98103,Seattle,Washington,United States,0,70.0336,7,269.36,0.26
US-2020-138737,2023-12-07 00:00:00,2023-12-10 00:00:00,287,Newell,Newell 32,Consumer,Office Supplies,Art,West,90049,Los Angeles,California,United States,0,2.4192,3,8.64,0.28
US-2020-154592,2023-12-07 00:00:00,2023-12-08 00:00:00,266,Other,Green Bar Computer Printout Paper,Home Office,Office Supplies,Paper,West,94109,San Francisco,California,United States,0,80.7912,3,164.88,0.49
US-2020-159681,2023-12-07 00:00:00,2023-12-13 00:00:00,589,Xerox,Xerox 1909,Consumer,Office Supplies,Paper,South,23464,Virginia Beach,Virginia,United States,0,48.5392,4,105.52,0.46
US-2020-104773,2023-12-08 00:00:00,2023-12-13 00:00:00,744,Other,"Companion Letter/Legal File, Black",Corporate,Office Supplies,Storage,Central,77041,Houston,Texas,United States,0.2,6.0416,2,60.416,0.1
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Consumer,Office Supplies,Binders,West,97301,Salem,Oregon,United States,0.7,-4.5192,4,6.456,-0.7
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,Avery,Avery 499,Consumer,Office Supplies,Labels,West,97301,Salem,Oregon,United States,0.2,9.0636,7,27.888,0.325
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,Avery,Avery 492,Consumer,Office Supplies,Labels,West,97301,Salem,Oregon,United States,0.2,3.744,5,11.52,0.325
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,Xerox,Xerox 232,Consumer,Office Supplies,Paper,West,97301,Salem,Oregon,United States,0.2,3.6288,2,10.368,0.35
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,Other,Adjustable Personal File Tote,Consumer,Office Supplies,Storage,West,97301,Salem,Oregon,United States,0.2,2.9304,3,39.072,0.075
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,Acco,Acco Side-Punched Conventional Columnar Pads,Consumer,Office Supplies,Supplies,West,97301,Salem,Oregon,United States,0.2,-2.6025,5,13.88,-0.1875
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,SanDisk,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Consumer,Technology,Accessories,West,97301,Salem,Oregon,United States,0.2,-18.186,10,103.92,-0.175
US-2020-129364,2023-12-08 00:00:00,2023-12-13 00:00:00,749,Samsung,Samsung HM1900 Bluetooth Headset,Consumer,Technology,Phones,West,97301,Salem,Oregon,United States,0.2,19.755,3,52.68,0.375
US-2020-135608,2023-12-08 00:00:00,2023-12-10 00:00:00,374,DMI,DMI Arturo Collection Mission-style Design Wood Chair,Consumer,Furniture,Chairs,West,98502,Olympia,Washington,United States,0.2,45.294,5,603.92,0.075
US-2020-135608,2023-12-08 00:00:00,2023-12-10 00:00:00,374,Xerox,Xerox 1964,Consumer,Office Supplies,Paper,West,98502,Olympia,Washington,United States,0,21.0128,2,45.68,0.46
US-2020-144071,2023-12-08 00:00:00,2023-12-15 00:00:00,227,Luxo,Luxo Economy Swing Arm Lamp,Corporate,Furniture,Furnishings,West,94110,San Francisco,California,United States,0,11.1664,2,39.88,0.28
US-2020-144071,2023-12-08 00:00:00,2023-12-15 00:00:00,227,DAX,DAX Natural Wood-Tone Poster Frame,Corporate,Furniture,Furnishings,West,94110,San Francisco,California,United States,0,28.5984,3,79.44,0.36
US-2020-101175,2023-12-09 00:00:00,2023-12-14 00:00:00,196,Acco,Acco Perma 3000 Stacking Storage Drawers,Corporate,Office Supplies,Storage,West,85204,Mesa,Arizona,United States,0.2,-1.2588,6,100.704,-0.0125
US-2020-104976,2023-12-09 00:00:00,2023-12-16 00:00:00,183,Xerox,Xerox 1987,Corporate,Office Supplies,Paper,West,94122,San Francisco,California,United States,0,16.9932,6,34.68,0.49
US-2020-109932,2023-12-09 00:00:00,2023-12-11 00:00:00,782,Xerox,Xerox 195,Corporate,Office Supplies,Paper,Central,78521,Brownsville,Texas,United States,0.2,3.7408,2,10.688,0.35
US-2020-109932,2023-12-09 00:00:00,2023-12-11 00:00:00,782,Other,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Corporate,Office Supplies,Storage,Central,78521,Brownsville,Texas,United States,0.2,20.7459,3,237.096,0.0875
US-2020-138128,2023-12-09 00:00:00,2023-12-15 00:00:00,287,Global,Globe Weis Peel & Seel First Class Envelopes,Consumer,Office Supplies,Envelopes,East,19134,Philadelphia,Pennsylvania,United States,0.2,9.585,3,30.672,0.3125
US-2020-138128,2023-12-09 00:00:00,2023-12-15 00:00:00,287,Canon,Canon PC940 Copier,Consumer,Technology,Copiers,East,19134,Philadelphia,Pennsylvania,United States,0.4,125.9972,4,1079.976,0.116666667
US-2020-169649,2023-12-09 00:00:00,2023-12-15 00:00:00,746,Tripp Lite,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Corporate,Office Supplies,Appliances,Central,60653,Chicago,Illinois,United States,0.8,-53.0088,2,20.388,-2.6
US-2020-169649,2023-12-09 00:00:00,2023-12-15 00:00:00,746,Other,Astroparche Fine Business Paper,Corporate,Office Supplies,Paper,Central,60653,Chicago,Illinois,United States,0.2,2.9568,2,8.448,0.35
US-2020-112991,2023-12-10 00:00:00,2023-12-14 00:00:00,664,Office Star,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Corporate,Furniture,Chairs,West,83605,Caldwell,Idaho,United States,0.2,4.2294,3,338.352,0.0125
US-2020-112991,2023-12-10 00:00:00,2023-12-14 00:00:00,664,Xerox,Xerox 1931,Corporate,Office Supplies,Paper,West,83605,Caldwell,Idaho,United States,0,12.4416,4,25.92,0.48
US-2020-112991,2023-12-10 00:00:00,2023-12-14 00:00:00,664,Xerox,"Xerox Color Copier Paper, 11"" x 17"", Ream",Corporate,Office Supplies,Paper,West,83605,Caldwell,Idaho,United States,0,42.0256,4,91.36,0.46
US-2020-148488,2023-12-10 00:00:00,2023-12-15 00:00:00,666,Poly,Poly Designer Cover & Back,Consumer,Office Supplies,Binders,East,10009,New York City,New York,United States,0.2,37.2204,7,106.344,0.35
US-2020-148488,2023-12-10 00:00:00,2023-12-15 00:00:00,666,Adams,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Consumer,Office Supplies,Paper,East,10009,New York City,New York,United States,0,5.2256,2,11.36,0.46
US-2020-107573,2023-12-12 00:00:00,2023-12-17 00:00:00,609,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,South,33178,Miami,Florida,United States,0.2,7.6284,3,23.472,0.325
US-2020-113320,2023-12-12 00:00:00,2023-12-15 00:00:00,476,Other,Longer-Life Soft White Bulbs,Consumer,Furniture,Furnishings,West,94601,Oakland,California,United States,0,4.4352,3,9.24,0.48
US-2020-113320,2023-12-12 00:00:00,2023-12-15 00:00:00,476,Eldon,"Eldon Image Series Desk Accessories, Burgundy",Consumer,Furniture,Furnishings,West,94601,Oakland,California,United States,0,4.5144,3,12.54,0.36
US-2020-113320,2023-12-12 00:00:00,2023-12-15 00:00:00,476,Other,Woodgrain Magazine Files by Perma,Consumer,Office Supplies,Storage,West,94601,Oakland,California,United States,0,0.6258,3,8.94,0.07
US-2020-122959,2023-12-12 00:00:00,2023-12-12 00:00:00,182,GBC,GBC DocuBind 300 Electric Binding Machine,Corporate,Office Supplies,Binders,Central,78207,San Antonio,Texas,United States,0.8,-336.6272,2,210.392,-1.6
US-2020-141607,2023-12-12 00:00:00,2023-12-17 00:00:00,788,Eldon,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Consumer,Furniture,Furnishings,West,94521,Concord,California,United States,0,4.331,1,43.31,0.1
